Award Number (FAIN),2032153
Amendment Number,000
Award Recipient,Regents of the University of Idaho
Awardee Address,"Office of Sponsored Programs 875 Perimeter Drive MS 3020 MOSCOW, ID 838443020"
Official Awardee Email Address,osp@uidaho.edu
Unique Entity Identifier (DUNS ID),075746271
Amendment Type,New Project
Amendment Date,06/17/2020
Proposal Number,2032153
Award Instrument,Standard Grant
Award Date,06/17/2020
Award Period of Performance Start Date,06/15/2020
Award Period of Performance End Date,05/31/2021
Project Title,RAPID: The potential of SARS-CoV2 to utilize the ACE2 receptor of domesticated and wild animals for cell entry.
Managing Division Abbreviation,IOS
Research and Development Award,Yes
Funding Opportunity,NSF 19-1 Proposal & Award Policies & Procedures Guide - PAPPG
CFDA Number and Name,47.074 Biological Sciences
Amount Obligated by this Amendment,"$199,594"
Total Intended Award Amount,"$199,594"
Total Approved Cost Share or Matching Amount,$0
Total Amount Obligated to Date,"$199,594"
Expenditure Limitation,Not Applicable
Fiscal Year Increment Amount (for each year),Not Found
Principal Investigator Name,Paul A Rowley
Principal Investigator Email,prowley@uidaho.edu
Principal Investigator Institution,Regents of the University of Idaho
List of Co-Principal Investigator names,"James T Van Leuven, Jagdish Suresh Patel"
List of Co-Principal Investigator emails,"jvanleuven@uidaho.edu, jpatel@uidaho.edu"
Managing Grants Official Name and Email,"Denise L Hundley, dhundley@nsf.gov"
Awarding Official Name and Email,"Denise L Hundley, dhundley@nsf.gov"
Managing Program Officer Name and Email,"Joanna Shisler, jshisler@nsf.gov"
Indirect Cost Rate,47.5000%
Senior Personnel Count,3.00
Senior Personnel Calendar Months,5.50
Senior Personnel Academic Months,0.00
Senior Personnel Summer Months,0.00
Senior Personnel Amount,"$39,717"
Post Doctoral Count,0.00
Post Doctoral Calendar Months,0.00
Post Doctoral Academic Months,0.00
Post Doctoral Summer Months,0.00
Post Doctoral Amount,$0
Other Professionals Count,2.00
Other Professionals Calendar Months,10.50
Other Professionals Academic Months,0.00
Other Professionals Summer Months,0.00
Other Professionals Amount,"$30,139"
Graduate Students Count,0.00
Graduate Students Amount,$0
Undergraduate Students Count,2.00
Undergraduate Students Amount,"$9,000"
Secretarial - Clerical Count,0.00
Secretarial - Clerical Amount,$0
Other Count,0.00
Other Amount,$0
Fringe Benefits,"$24,980"
Equipment,$0
Travel: Domestic,$0
Travel: International,$0
Participant Support Costs Stipends,$0
Participant Support Costs Travel,$0
Participant Support Costs Subsistence,$0
Participant Support Costs Other,$0
Total Number of Participants,0.00
Total Participant Costs (F),$0
Materials Supplies,"$29,482"
Publication Costs,$0
Consultant Services,$0
Computer Services,$0
Subawards,$0
Other Direct Costs: Other,"$2,000"
Total Direct Costs (A Through G),"$135,318"
Indirect Costs,"$64,276"
Total Direct and Indirect Costs (H + I),"$199,594"
Fees,$0
Total Amount of Request (J) OR (J + K),"$199,594"
pdf_title,Select or Upload PDFs
