Award Number (FAIN),2013929
Amendment Number,000
Award Recipient,University of Idaho
Awardee Address,"Office of Sponsored Programs 875 Perimeter Drive MS 3020 Moscow, ID 838443020"
Official Awardee Email Address,osp@uidaho.edu
Unique Entity Identifier (DUNS ID),075746271
Amendment Type,New Project
Amendment Date,03/25/2020
Proposal Number,2013929
Award Instrument,Standard Grant
Award Date,03/25/2020
Award Period of Performance Start Date,04/15/2020
Award Period of Performance End Date,03/31/2021
Project Title,"WOWCLAN People: Workshop on Water, Culture, Language, and Native People in the Arctic"
Managing Division Abbreviation,OPP
Research and Development Award,Yes
Funding Opportunity,NSF 19-1 Proposal & Award Policies & Procedures Guide - PAPPG
CFDA Number and Name,47.078 Polar Programs
Amount Obligated by this Amendment,"$26,757"
Total Intended Award Amount,"$26,757"
Total Approved Cost Share or Matching Amount,$0
Total Amount Obligated to Date,"$26,757"
Expenditure Limitation,Not Applicable
Fiscal Year Increment Amount (for each year),Not Found
Principal Investigator Name,Jonathan Waterhouse
Principal Investigator Email,waterhouse@uidaho.edu
Principal Investigator Institution,University of Idaho
List of Co-Principal Investigator names,Not Found
List of Co-Principal Investigator emails,Not Found
Managing Grants Official Name and Email,Not Found
Awarding Official Name and Email,"Angela A. Turner, aturner@nsf.gov"
Managing Program Officer Name and Email,"Erica Hill, erhill@nsf.gov"
Indirect Cost Rate,26.0000%
Senior Personnel Count,1.00
Senior Personnel Calendar Months,1.00
Senior Personnel Academic Months,0.00
Senior Personnel Summer Months,0.00
Senior Personnel Amount,"$7,085"
Post Doctoral Count,0.00
Post Doctoral Calendar Months,0.00
Post Doctoral Academic Months,0.00
Post Doctoral Summer Months,0.00
Post Doctoral Amount,$0
Other Professionals Count,0.00
Other Professionals Calendar Months,0.00
Other Professionals Academic Months,0.00
Other Professionals Summer Months,0.00
Other Professionals Amount,$0
Graduate Students Count,0.00
Graduate Students Amount,$0
Undergraduate Students Count,0.00
Undergraduate Students Amount,$0
Secretarial - Clerical Count,0.00
Secretarial - Clerical Amount,$0
Other Count,0.00
Other Amount,$0
Fringe Benefits,"$2,869"
Equipment,$0
Travel: Domestic,$0
Travel: International,"$5,641"
Participant Support Costs Stipends,$0
Participant Support Costs Travel,$0
Participant Support Costs Subsistence,$0
Participant Support Costs Other,$0
Total Number of Participants,0.00
Total Participant Costs (F),$0
Materials Supplies,$0
Publication Costs,$0
Consultant Services,$0
Computer Services,$0
Subawards,$0
Other Direct Costs: Other,"$5,641"
Total Direct Costs (A Through G),"$21,236"
Indirect Costs,"$5,521"
Total Direct and Indirect Costs (H + I),"$26,757"
Fees,$0
Total Amount of Request (J) OR (J + K),"$26,757"
pdf_title,Select or Upload PDFs
