Award Number (FAIN),2142719
Amendment Number,000
Award Recipient,REGENTS OF THE UNIVERSITY OF IDAHO
Awardee Address,"Office of Sponsored Programs 875 Perimeter Drive MS 3020 MOSCOW, ID 83844-3020"
Official Awardee Email Address,osp@uidaho.edu
Unique Entity Identifier (DUNS ID),Not Found
Amendment Type,New Project
Amendment Date,01/28/2022
Proposal Number,2142719
Award Instrument,Standard Grant
Award Date,01/28/2022
Award Period of Performance Start Date,02/01/2022
Award Period of Performance End Date,01/31/2025
Project Title,Collaborative Research: Adaptive Bridge or Barrier? The Impact of Horizontal Transfer on Genetic Evolution
Managing Division Abbreviation,DEB
Research and Development Award,Yes
Funding Opportunity,NSF 21-504 Division of Environmental Biology (core programs)
CFDA Number and Name,47.074 Biological Sciences
Amount Obligated by this Amendment,"$140,899"
Total Intended Award Amount,"$140,899"
Total Approved Cost Share or Matching Amount,$0
Total Amount Obligated to Date,"$140,899"
Expenditure Limitation,Not Applicable
Fiscal Year Increment Amount (for each year),Not Found
Principal Investigator Name,Eva M Top
Principal Investigator Email,evatop@uidaho.edu
Principal Investigator Institution,REGENTS OF THE UNIVERSITY OF IDAHO
List of Co-Principal Investigator names,Not Found
List of Co-Principal Investigator emails,Not Found
Managing Grants Official Name and Email,"Jannele L. Gosey, jgosey@nsf.gov"
Awarding Official Name and Email,Not Found
Managing Program Officer Name and Email,"Francisco Bilbao Moore, fbmoore@nsf.gov"
Indirect Cost Rate,"48.5000% (1/1/22 - 6/30/22), 50.0000% (7/1/22 to 12/31/25)"
Senior Personnel Count,3.00
Senior Personnel Calendar Months,1.50
Senior Personnel Academic Months,0.00
Senior Personnel Summer Months,0.00
Senior Personnel Amount,"$18,870"
Post Doctoral Count,2.00
Post Doctoral Calendar Months,9.00
Post Doctoral Academic Months,0.00
Post Doctoral Summer Months,0.00
Post Doctoral Amount,"$40,344"
Other Professionals Count,0.00
Other Professionals Calendar Months,0.00
Other Professionals Academic Months,0.00
Other Professionals Summer Months,0.00
Other Professionals Amount,$0
Graduate Students Count,0.00
Graduate Students Amount,$0
Undergraduate Students Count,0.00
Undergraduate Students Amount,$0
Secretarial - Clerical Count,0.00
Secretarial - Clerical Amount,$0
Other Count,0.00
Other Amount,$0
Fringe Benefits,"$22,008"
Equipment,$0
Travel: Domestic,"$3,000"
Travel: International,$0
Participant Support Costs Stipends,$0
Participant Support Costs Travel,$0
Participant Support Costs Subsistence,$0
Participant Support Costs Other,$0
Total Number of Participants,0.00
Total Participant Costs (F),$0
Materials Supplies,"$9,750"
Publication Costs,$0
Consultant Services,$0
Computer Services,$0
Subawards,$0
Other Direct Costs: Other,$0
Total Direct Costs (A Through G),"$93,972"
Indirect Costs,"$46,927"
Total Direct and Indirect Costs (H + I),"$140,899"
Fees,$0
Total Amount of Request (J) OR (J + K),"$140,899"
pdf_title,Select or Upload PDFs
