Award Number (FAIN),2031753
Amendment Number,000
Award Recipient,University of Idaho
Awardee Address,"Office of Sponsored Programs 875 Perimeter Drive MS 3020 MOSCOW, ID 838443020"
Official Awardee Email Address,osp@uidaho.edu
Unique Entity Identifier (DUNS ID),075746271
Amendment Type,New Project
Amendment Date,05/27/2020
Proposal Number,2031753
Award Instrument,Standard Grant
Award Date,05/27/2020
Award Period of Performance Start Date,06/01/2020
Award Period of Performance End Date,05/31/2021
Project Title,"RAPID: Collaborative Research: COVID-19, human milk and infant feeding"
Managing Division Abbreviation,IOS
Research and Development Award,Yes
Funding Opportunity,NSF 19-1 Proposal & Award Policies & Procedures Guide - PAPPG
CFDA Number and Name,47.074 Biological Sciences
Amount Obligated by this Amendment,"$101,268"
Total Intended Award Amount,"$101,268"
Total Approved Cost Share or Matching Amount,$0
Total Amount Obligated to Date,"$101,268"
Expenditure Limitation,Not Applicable
Fiscal Year Increment Amount (for each year),Not Found
Principal Investigator Name,Michelle K McGuire
Principal Investigator Email,smcguire@uidaho.edu
Principal Investigator Institution,University of Idaho
List of Co-Principal Investigator names,"Mark McGuire, Janet E Williams, Ryan M Pace"
List of Co-Principal Investigator emails,"mmcguire@uidaho.edu, janetw@uidaho.edu, rmpace@uidaho.edu"
Managing Grants Official Name and Email,"Denise L Hundley, dhundley@nsf.gov"
Awarding Official Name and Email,"Denise L Hundley, dhundley@nsf.gov"
Managing Program Officer Name and Email,"Joanna Shisler, jshisler@nsf.gov"
Indirect Cost Rate,47.5000%
Senior Personnel Count,2.00
Senior Personnel Calendar Months,4.20
Senior Personnel Academic Months,0.00
Senior Personnel Summer Months,0.00
Senior Personnel Amount,"$19,652"
Post Doctoral Count,0.00
Post Doctoral Calendar Months,0.00
Post Doctoral Academic Months,0.00
Post Doctoral Summer Months,0.00
Post Doctoral Amount,$0
Other Professionals Count,0.00
Other Professionals Calendar Months,0.00
Other Professionals Academic Months,0.00
Other Professionals Summer Months,0.00
Other Professionals Amount,$0
Graduate Students Count,0.00
Graduate Students Amount,$0
Undergraduate Students Count,0.00
Undergraduate Students Amount,$0
Secretarial - Clerical Count,0.00
Secretarial - Clerical Amount,$0
Other Count,0.00
Other Amount,$0
Fringe Benefits,"$8,214"
Equipment,$0
Travel: Domestic,$0
Travel: International,$0
Participant Support Costs Stipends,$0
Participant Support Costs Travel,$0
Participant Support Costs Subsistence,$0
Participant Support Costs Other,$0
Total Number of Participants,0.00
Total Participant Costs (F),$0
Materials Supplies,"$23,290"
Publication Costs,$0
Consultant Services,$0
Computer Services,$0
Subawards,$0
Other Direct Costs: Other,"$17,500"
Total Direct Costs (A Through G),"$68,656"
Indirect Costs,"$32,612"
Total Direct and Indirect Costs (H + I),"$101,268"
Fees,$0
Total Amount of Request (J) OR (J + K),"$101,268"
pdf_title,Select or Upload PDFs
